Route,Stop_ID,Stop_name,Lat,Lon,Stop_sequence,Direction,routes
33A,3827.0,Drumlattory Lane,53.55402645,-6.101832721,17,0,"33A, 33"
33,3827.0,Drumlattory Lane,53.55402645,-6.101832721,23,0,"33A, 33"
33A,3828.0,Mine Road,53.54995487,-6.1018338739999995,18,0,"33A, 33"
33,3828.0,Mine Road,53.54995487,-6.1018338739999995,24,0,"33A, 33"
33A,3829.0,Loughshinny Cross,53.54730324,-6.101258352,19,0,"33A, 33"
33,3829.0,Loughshinny Cross,53.54730324,-6.101258352,25,0,"33A, 33"
33A,3831.0,Carn Hill House,53.54241387,-6.096180728999999,20,0,"33A, 33"
33,3831.0,Carn Hill House,53.54241387,-6.096180728999999,26,0,"33A, 33"
33A,3832.0,Ballustree,53.53914806,-6.092600416,21,0,"33A, 33"
33,3832.0,Ballustree,53.53914806,-6.092600416,27,0,"33A, 33"
33A,3833.0,St. Catherines,53.53366907,-6.090583732000001,22,0,"33A, 33"
33,3833.0,St. Catherines,53.53366907,-6.090583732000001,28,0,"33A, 33"
33A,3834.0,Palmer Road,53.53093296,-6.091476221000001,23,0,"33A, 33"
33,3834.0,Palmer Road,53.53093296,-6.091476221000001,29,0,"33A, 33"
33A,3835.0,Rush Cricket Club,53.5288262,-6.0912541860000005,24,0,"33A, 33"
33,3835.0,Rush Cricket Club,53.5288262,-6.0912541860000005,30,0,"33A, 33"
33A,3836.0,Golden Ridge,53.52335131,-6.091183654,25,0,"33A, 33"
33,3836.0,Golden Ridge,53.52335131,-6.091183654,31,0,"33A, 33"
33A,3837.0,The Strand bar,53.52219323,-6.094086337,26,0,"33A, 33"
33,3837.0,The Strand bar,53.52219323,-6.094086337,32,0,"33A, 33"
33A,3840.0,Garda Station,53.52281014,-6.1000917470000005,27,0,"33A, 33"
33,3840.0,Garda Station,53.52281014,-6.1000917470000005,34,0,"33A, 33"
33A,3842.0,Chapel Green,53.52159272,-6.1055004639999995,28,0,"33A, 33"
33,3842.0,Chapel Green,53.52159272,-6.1055004639999995,35,0,"33A, 33"
33A,3843.0,Doctor's Lane,53.52081239,-6.1095772760000004,29,0,"33A, 33"
33,3843.0,Doctor's Lane,53.52081239,-6.1095772760000004,36,0,"33A, 33"
33A,3844.0,Old Road,53.51870994,-6.116457474,30,0,"33A, 33"
33,3844.0,Old Road,53.51870994,-6.116457474,37,0,"33A, 33"
33A,3845.0,Cemetary,53.51765361,-6.120153913999999,31,0,"33A, 33"
33,3845.0,Cemetary,53.51765361,-6.120153913999999,38,0,"33A, 33"
33A,3846.0,Spout Road,53.5180924,-6.127494027999999,32,0,"33A, 33"
33,3846.0,Spout Road,53.5180924,-6.127494027999999,39,0,"33A, 33"
33A,3848.0,Bishop Land,53.52039156,-6.138311855,33,0,"33A, 33"
33,3848.0,Bishop Land,53.52039156,-6.138311855,40,0,"33A, 33"
33A,3849.0,Horstone Road,53.52100566,-6.141964937999999,34,0,"33A, 33"
33,3849.0,Horstone Road,53.52100566,-6.141964937999999,41,0,"33A, 33"
33A,3850.0,Rush Station,53.521629000000004,-6.146221009,35,0,"33A, 33"
33,3850.0,Rush Station,53.521629000000004,-6.146221009,42,0,"33A, 33"
33A,3851.0,Rogerstown Lane,53.52191985,-6.148169011,36,0,"33A, 33"
33,3851.0,Rogerstown Lane,53.52191985,-6.148169011,43,0,"33A, 33"
33A,3852.0,Rogerstown Lane,53.52245964,-6.15401256,37,0,"33A, 33"
33,3852.0,Rogerstown Lane,53.52245964,-6.15401256,44,0,"33A, 33"
33A,3853.0,Rathmore Road,53.52423439,-6.160692618,38,0,"33A, 33"
33,3853.0,Rathmore Road,53.52423439,-6.160692618,45,0,"33A, 33"
33A,3854.0,Orlynn Park,53.52534025,-6.164807744,39,0,"33A, 747, 33"
33,3854.0,Orlynn Park,53.52534025,-6.164807744,46,0,"33A, 747, 33"
33A,3855.0,Church Road,53.52306589,-6.167711457999999,40,0,"33A, 33"
33,3855.0,Church Road,53.52306589,-6.167711457999999,47,0,"33A, 33"
33A,3856.0,Chapel Farm,53.51860418,-6.169819326,41,0,"33A, 33"
33,3856.0,Chapel Farm,53.51860418,-6.169819326,48,0,"33A, 33"
33A,3857.0,Rathmore Road,53.51472765,-6.173168242000001,42,0,"33A, 33"
33,3857.0,Rathmore Road,53.51472765,-6.173168242000001,49,0,"33A, 33"
33A,3858.0,Bridetree,53.51100782,-6.177957332,43,0,"33A, 33"
33,3858.0,Bridetree,53.51100782,-6.177957332,50,0,"33A, 33"
33A,3859.0,Balleally West,53.50982806,-6.180164096,44,0,"33A, 33"
33,3859.0,Balleally West,53.50982806,-6.180164096,51,0,"33A, 33"
33A,3860.0,Hannah's Avenue,53.50705861,-6.18540893,45,0,"33A, 33"
33,3860.0,Hannah's Avenue,53.50705861,-6.18540893,52,0,"33A, 33"
33A,3861.0,Balleally Lane,53.504822999999995,-6.18734373,46,0,"33A, 33"
33,3861.0,Balleally Lane,53.504822999999995,-6.18734373,53,0,"33A, 33"
33A,3862.0,Newhaggard Bridge,53.50229027,-6.1922155860000005,47,0,"33A, 33"
33,3862.0,Newhaggard Bridge,53.50229027,-6.1922155860000005,54,0,"33A, 33"
33A,3863.0,Turvey Avenue,53.4945348,-6.1946707729999995,48,0,"33A, 33"
33,3863.0,Turvey Avenue,53.4945348,-6.1946707729999995,55,0,"33A, 33"
33A,3748.0,Turvey Ind Est,53.48847621,-6.197007838999999,49,0,"33A, 33"
33,3748.0,Turvey Ind Est,53.48847621,-6.197007838999999,56,0,"33A, 33"
33A,3749.0,Hearse Road,53.47096679999999,-6.211307926,50,0,"33A, 33, 33B"
33,3749.0,Hearse Road,53.47096679999999,-6.211307926,58,0,"33A, 33, 33B"
33B,3749.0,Hearse Road,53.47096679999999,-6.211307926,19,0,"33A, 33, 33B"
33A,3750.0,Ennis Lane,53.468505500000006,-6.21320396,51,0,"33A, 33, 33B"
33,3750.0,Ennis Lane,53.468505500000006,-6.21320396,59,0,"33A, 33, 33B"
33B,3750.0,Ennis Lane,53.468505500000006,-6.21320396,20,0,"33A, 33, 33B"
33A,3752.0,Watery Lane,53.46241328,-6.218128771,52,0,"33A, 41A, 43, 33, 33B"
41A,3752.0,Watery Lane,53.46241328,-6.218128771,12,0,"33A, 41A, 43, 33, 33B"
43,3752.0,Watery Lane,53.46241328,-6.218128771,3,0,"33A, 41A, 43, 33, 33B"
33,3752.0,Watery Lane,53.46241328,-6.218128771,60,0,"33A, 41A, 43, 33, 33B"
33B,3752.0,Watery Lane,53.46241328,-6.218128771,21,0,"33A, 41A, 43, 33, 33B"
33A,3751.0,Bridge Street,53.46092916,-6.218657806,53,0,"33A, 41A, 43, 33, 33B"
41A,3751.0,Bridge Street,53.46092916,-6.218657806,13,0,"33A, 41A, 43, 33, 33B"
43,3751.0,Bridge Street,53.46092916,-6.218657806,4,0,"33A, 41A, 43, 33, 33B"
33,3751.0,Bridge Street,53.46092916,-6.218657806,61,0,"33A, 41A, 43, 33, 33B"
33B,3751.0,Bridge Street,53.46092916,-6.218657806,22,0,"33A, 41A, 43, 33, 33B"
33A,3689.0,Fingal County Council,53.45893572,-6.219991231,54,0,"33A, 41, 41A, 43, 41B, 33, 33B"
41A,3689.0,Fingal County Council,53.45893572,-6.219991231,14,0,"33A, 41, 41A, 43, 41B, 33, 33B"
43,3689.0,Fingal County Council,53.45893572,-6.219991231,5,0,"33A, 41, 41A, 43, 41B, 33, 33B"
33,3689.0,Fingal County Council,53.45893572,-6.219991231,62,0,"33A, 41, 41A, 43, 41B, 33, 33B"
33B,3689.0,Fingal County Council,53.45893572,-6.219991231,23,0,"33A, 41, 41A, 43, 41B, 33, 33B"
33A,3692.0,Carlton Court,53.45344688,-6.2238045920000005,55,0,"33A, 33"
33,3692.0,Carlton Court,53.45344688,-6.2238045920000005,65,0,"33A, 33"
41C,3088.0,River Valley Lawn,53.45271787,-6.237085692999999,1,0,"41C, 102"
41C,3704.0,Cherry Garth,53.45324809,-6.239518143,2,0,"41C, 102"
41C,3705.0,Brookdale Drive,53.45278701,-6.244220125,3,0,"41C, 102"
41C,733.0,Forest Road,53.44943307,-6.240458876,4,0,"41C, 102"
41C,6015.0,Cherry Avenue,53.44832633,-6.238547345,5,0,"41C, 102"
41C,5029.0,Birches,53.44553602,-6.23523026,6,0,41C
41C,5028.0,Maples,53.44464731,-6.23105178,7,0,41C
41C,3696.0,Airside,53.44318169,-6.227981402,8,0,"41C, 41, 41A, 41B, 33"
41A,3696.0,Airside,53.44318169,-6.227981402,20,0,"41C, 41, 41A, 41B, 33"
33,3696.0,Airside,53.44318169,-6.227981402,68,0,"41C, 41, 41A, 41B, 33"
41C,3697.0,Boroimhe,53.44061431,-6.227591498,9,0,"41C, 41, 41A, 41B, 33"
41A,3697.0,Boroimhe,53.44061431,-6.227591498,21,0,"41C, 41, 41A, 41B, 33"
33,3697.0,Boroimhe,53.44061431,-6.227591498,69,0,"41C, 41, 41A, 41B, 33"
41C,3698.0,Equestrian Centre,53.43677388,-6.227420209,10,0,"41C, 41, 41A, 41B, 33"
41A,3698.0,Equestrian Centre,53.43677388,-6.227420209,22,0,"41C, 41, 41A, 41B, 33"
33,3698.0,Equestrian Centre,53.43677388,-6.227420209,70,0,"41C, 41, 41A, 41B, 33"
41C,3699.0,Stockhole Lane,53.43508222,-6.22789701,11,0,"41C, 41, 41A, 41B, 33"
41A,3699.0,Stockhole Lane,53.43508222,-6.22789701,23,0,"41C, 41, 41A, 41B, 33"
33,3699.0,Stockhole Lane,53.43508222,-6.22789701,71,0,"41C, 41, 41A, 41B, 33"
41C,3885.0,Airport Roundabout,53.42547758,-6.229349931000001,12,0,"41C, 41, 41A, 41B, 33"
41A,3885.0,Airport Roundabout,53.42547758,-6.229349931000001,24,0,"41C, 41, 41A, 41B, 33"
33,3885.0,Airport Roundabout,53.42547758,-6.229349931000001,72,0,"41C, 41, 41A, 41B, 33"
41C,1631.0,ALSAA Sports Club,53.42167955,-6.231433741,13,0,"41C, 41, 16, 41A, 41B, 33"
16,1631.0,ALSAA Sports Club,53.42167955,-6.231433741,4,0,"41C, 41, 16, 41A, 41B, 33"
41A,1631.0,ALSAA Sports Club,53.42167955,-6.231433741,25,0,"41C, 41, 16, 41A, 41B, 33"
33,1631.0,ALSAA Sports Club,53.42167955,-6.231433741,74,0,"41C, 41, 16, 41A, 41B, 33"
41C,1632.0,Toberbunny Lodge,53.42049993,-6.233107692999999,14,0,"41C, 41, 16, 41A, 41B, 33"
16,1632.0,Toberbunny Lodge,53.42049993,-6.233107692999999,5,0,"41C, 41, 16, 41A, 41B, 33"
41A,1632.0,Toberbunny Lodge,53.42049993,-6.233107692999999,26,0,"41C, 41, 16, 41A, 41B, 33"
33,1632.0,Toberbunny Lodge,53.42049993,-6.233107692999999,75,0,"41C, 41, 16, 41A, 41B, 33"
41C,5053.0,Airport Runway,53.41913245,-6.235451345,15,0,"41C, 41, 16, 41A, 41B, 33"
16,5053.0,Airport Runway,53.41913245,-6.235451345,6,0,"41C, 41, 16, 41A, 41B, 33"
41A,5053.0,Airport Runway,53.41913245,-6.235451345,27,0,"41C, 41, 16, 41A, 41B, 33"
33,5053.0,Airport Runway,53.41913245,-6.235451345,76,0,"41C, 41, 16, 41A, 41B, 33"
41C,1633.0,Cemetery,53.41778179,-6.237718922999999,16,0,"41C, 41, 16, 41A, 41B, 33"
16,1633.0,Cemetery,53.41778179,-6.237718922999999,7,0,"41C, 41, 16, 41A, 41B, 33"
41A,1633.0,Cemetery,53.41778179,-6.237718922999999,28,0,"41C, 41, 16, 41A, 41B, 33"
33,1633.0,Cemetery,53.41778179,-6.237718922999999,77,0,"41C, 41, 16, 41A, 41B, 33"
41C,1634.0,Cemetery,53.41352072,-6.238888006,17,0,"41C, 41, 16, 41A, 41B, 33, 27B"
16,1634.0,Cemetery,53.41352072,-6.238888006,8,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41A,1634.0,Cemetery,53.41352072,-6.238888006,29,0,"41C, 41, 16, 41A, 41B, 33, 27B"
33,1634.0,Cemetery,53.41352072,-6.238888006,78,0,"41C, 41, 16, 41A, 41B, 33, 27B"
27B,1634.0,Cemetery,53.41352072,-6.238888006,4,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41C,1635.0,Sports Ground,53.41169571,-6.238858114,18,0,"41C, 41, 16, 41A, 41B, 33, 27B"
16,1635.0,Sports Ground,53.41169571,-6.238858114,9,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41A,1635.0,Sports Ground,53.41169571,-6.238858114,30,0,"41C, 41, 16, 41A, 41B, 33, 27B"
33,1635.0,Sports Ground,53.41169571,-6.238858114,79,0,"41C, 41, 16, 41A, 41B, 33, 27B"
27B,1635.0,Sports Ground,53.41169571,-6.238858114,5,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41C,1636.0,Turnapin Lane,53.40824351,-6.237586811,19,0,"41C, 41, 16, 41A, 41B, 33, 27B"
16,1636.0,Turnapin Lane,53.40824351,-6.237586811,10,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41A,1636.0,Turnapin Lane,53.40824351,-6.237586811,31,0,"41C, 41, 16, 41A, 41B, 33, 27B"
33,1636.0,Turnapin Lane,53.40824351,-6.237586811,80,0,"41C, 41, 16, 41A, 41B, 33, 27B"
27B,1636.0,Turnapin Lane,53.40824351,-6.237586811,6,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41C,1637.0,Santry Close,53.40403045,-6.240182475,20,0,"41C, 41, 16, 41A, 41B, 33, 27B"
16,1637.0,Santry Close,53.40403045,-6.240182475,11,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41A,1637.0,Santry Close,53.40403045,-6.240182475,32,0,"41C, 41, 16, 41A, 41B, 33, 27B"
33,1637.0,Santry Close,53.40403045,-6.240182475,81,0,"41C, 41, 16, 41A, 41B, 33, 27B"
27B,1637.0,Santry Close,53.40403045,-6.240182475,7,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41C,1638.0,Morton Stadium,53.40174916,-6.242126498999999,21,0,"41C, 41, 16, 41A, 41B, 33, 27B"
16,1638.0,Morton Stadium,53.40174916,-6.242126498999999,12,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41A,1638.0,Morton Stadium,53.40174916,-6.242126498999999,33,0,"41C, 41, 16, 41A, 41B, 33, 27B"
33,1638.0,Morton Stadium,53.40174916,-6.242126498999999,82,0,"41C, 41, 16, 41A, 41B, 33, 27B"
27B,1638.0,Morton Stadium,53.40174916,-6.242126498999999,8,0,"41C, 41, 16, 41A, 41B, 33, 27B"
41C,1639.0,Schoolhouse Lane,53.39650917,-6.245184626,22,0,"41C, 41, 16, 41A, 41B, 33"
16,1639.0,Schoolhouse Lane,53.39650917,-6.245184626,13,0,"41C, 41, 16, 41A, 41B, 33"
41A,1639.0,Schoolhouse Lane,53.39650917,-6.245184626,34,0,"41C, 41, 16, 41A, 41B, 33"
33,1639.0,Schoolhouse Lane,53.39650917,-6.245184626,83,0,"41C, 41, 16, 41A, 41B, 33"
41C,1640.0,Omni,53.39234129999999,-6.245972592,23,0,"41C, 41, 16, 41A, 41B, 33"
16,1640.0,Omni,53.39234129999999,-6.245972592,14,0,"41C, 41, 16, 41A, 41B, 33"
41A,1640.0,Omni,53.39234129999999,-6.245972592,35,0,"41C, 41, 16, 41A, 41B, 33"
33,1640.0,Omni,53.39234129999999,-6.245972592,84,0,"41C, 41, 16, 41A, 41B, 33"
41C,231.0,Shantalla Road,53.38923964,-6.245919712,24,0,"41C, 41, 104, 16, 1, 41A, 41B, 33"
16,231.0,Shantalla Road,53.38923964,-6.245919712,15,0,"41C, 41, 104, 16, 1, 41A, 41B, 33"
41A,231.0,Shantalla Road,53.38923964,-6.245919712,36,0,"41C, 41, 104, 16, 1, 41A, 41B, 33"
33,231.0,Shantalla Road,53.38923964,-6.245919712,85,0,"41C, 41, 104, 16, 1, 41A, 41B, 33"
41C,1641.0,Shanrath Road,53.38652684,-6.242362916,25,0,"41C, 41, 1, 41A, 41B, 33"
41A,1641.0,Shanrath Road,53.38652684,-6.242362916,37,0,"41C, 41, 1, 41A, 41B, 33"
33,1641.0,Shanrath Road,53.38652684,-6.242362916,86,0,"41C, 41, 1, 41A, 41B, 33"
41C,1642.0,Whitehall Church,53.38400134,-6.243594455,26,0,"41C, 41, 1, 41A, 41B, 33"
41A,1642.0,Whitehall Church,53.38400134,-6.243594455,38,0,"41C, 41, 1, 41A, 41B, 33"
33,1642.0,Whitehall Church,53.38400134,-6.243594455,87,0,"41C, 41, 1, 41A, 41B, 33"
41C,213.0,Grace Park Heights,53.38140485,-6.244888894,27,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
16,213.0,Grace Park Heights,53.38140485,-6.244888894,22,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41A,213.0,Grace Park Heights,53.38140485,-6.244888894,39,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
33,213.0,Grace Park Heights,53.38140485,-6.244888894,88,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41C,214.0,Highfield Hospital,53.37930945,-6.246643589,28,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
16,214.0,Highfield Hospital,53.37930945,-6.246643589,23,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41A,214.0,Highfield Hospital,53.37930945,-6.246643589,40,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
33,214.0,Highfield Hospital,53.37930945,-6.246643589,89,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41C,4432.0,Griffith Downs,53.37720725,-6.248548697,29,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
16,4432.0,Griffith Downs,53.37720725,-6.248548697,24,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41A,4432.0,Griffith Downs,53.37720725,-6.248548697,41,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
33,4432.0,Griffith Downs,53.37720725,-6.248548697,90,0,"41C, 41, 44, 16, 1, 41A, 41B, 33"
41C,119.0,Griffith Avenue,53.37508335,-6.250815227,30,0,"41C, 13, 41, 44, 16, 1, 41A, 41B, 33"
13,119.0,Griffith Avenue,53.37508335,-6.250815227,25,0,"41C, 13, 41, 44, 16, 1, 41A, 41B, 33"
16,119.0,Griffith Avenue,53.37508335,-6.250815227,25,0,"41C, 13, 41, 44, 16, 1, 41A, 41B, 33"
41A,119.0,Griffith Avenue,53.37508335,-6.250815227,42,0,"41C, 13, 41, 44, 16, 1, 41A, 41B, 33"
33,119.0,Griffith Avenue,53.37508335,-6.250815227,91,0,"41C, 13, 41, 44, 16, 1, 41A, 41B, 33"
41C,44.0,Homefarm Road,53.37301719,-6.252117283,31,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
13,44.0,Homefarm Road,53.37301719,-6.252117283,26,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
16,44.0,Homefarm Road,53.37301719,-6.252117283,26,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41A,44.0,Homefarm Road,53.37301719,-6.252117283,43,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
33,44.0,Homefarm Road,53.37301719,-6.252117283,92,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41C,45.0,Clonturk Park,53.36988298,-6.254139184,32,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
13,45.0,Clonturk Park,53.36988298,-6.254139184,27,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
16,45.0,Clonturk Park,53.36988298,-6.254139184,27,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41A,45.0,Clonturk Park,53.36988298,-6.254139184,44,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
33,45.0,Clonturk Park,53.36988298,-6.254139184,93,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41C,46.0,Botanic Avenue,53.36715052,-6.255362951,33,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
13,46.0,Botanic Avenue,53.36715052,-6.255362951,28,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
16,46.0,Botanic Avenue,53.36715052,-6.255362951,28,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41A,46.0,Botanic Avenue,53.36715052,-6.255362951,45,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
33,46.0,Botanic Avenue,53.36715052,-6.255362951,94,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41C,47.0,Rail Station,53.36390692,-6.2572836060000006,34,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
13,47.0,Rail Station,53.36390692,-6.2572836060000006,29,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
16,47.0,Rail Station,53.36390692,-6.2572836060000006,29,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41A,47.0,Rail Station,53.36390692,-6.2572836060000006,46,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
33,47.0,Rail Station,53.36390692,-6.2572836060000006,95,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41C,48.0,Fitzroy Avenue,53.36231961,-6.258760798,35,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
13,48.0,Fitzroy Avenue,53.36231961,-6.258760798,30,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
16,48.0,Fitzroy Avenue,53.36231961,-6.258760798,30,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41A,48.0,Fitzroy Avenue,53.36231961,-6.258760798,47,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
33,48.0,Fitzroy Avenue,53.36231961,-6.258760798,96,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33"
41C,49.0,North Circular Road,53.35995954,-6.260870353,36,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 40B, 40D"
13,49.0,North Circular Road,53.35995954,-6.260870353,31,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 40B, 40D"
16,49.0,North Circular Road,53.35995954,-6.260870353,31,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 40B, 40D"
41A,49.0,North Circular Road,53.35995954,-6.260870353,48,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 40B, 40D"
33,49.0,North Circular Road,53.35995954,-6.260870353,97,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 40B, 40D"
41C,50.0,Gardiner Street,53.35856872,-6.262264155,37,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
13,50.0,Gardiner Street,53.35856872,-6.262264155,32,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
16,50.0,Gardiner Street,53.35856872,-6.262264155,32,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
41A,50.0,Gardiner Street,53.35856872,-6.262264155,49,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
33,50.0,Gardiner Street,53.35856872,-6.262264155,98,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
122,50.0,Gardiner Street,53.35856872,-6.262264155,19,0,"41C, 13, 41, 44, 11, 16, 1, 41A, 41B, 33, 122, 40B, 40D"
41C,51.0,Temple Street,53.35781939,-6.263271207000001,38,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
13,51.0,Temple Street,53.35781939,-6.263271207000001,33,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
16,51.0,Temple Street,53.35781939,-6.263271207000001,33,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
41A,51.0,Temple Street,53.35781939,-6.263271207000001,50,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
33,51.0,Temple Street,53.35781939,-6.263271207000001,99,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
122,51.0,Temple Street,53.35781939,-6.263271207000001,20,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
41C,52.0,St. Joseph's Parade,53.35664238,-6.264535982999999,39,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
13,52.0,St. Joseph's Parade,53.35664238,-6.264535982999999,34,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
16,52.0,St. Joseph's Parade,53.35664238,-6.264535982999999,34,0,"41C, 13, 41, 44, 11, 16, 1, 40, 41A, 41B, 33, 122, 40B, 40D"
