LineID,Stop_ID,Stop_name,Lat,Lon,Stop_Sequence,Destination,Direction,Routes_serviced_by_stop,,,
33A,3748,Turvey Ind Est,53.48847621,-6.197007839,49,Swords,0, 33A - 33,,,
33A,3749,Hearse Road,53.4709668,-6.211307926,50,Swords,0, 33A - 33 - 33B,,,
33A,3750,Ennis Lane,53.4685055,-6.21320396,51,Swords,0, 33A - 33 - 33B,,,
33A,3752,Watery Lane,53.46241328,-6.218128771,52,Swords,0, 33A - 41A - 43 - 33 - 33B,,,
33A,3751,Bridge Street,53.46092916,-6.218657806,53,Swords,0, 33A - 41A - 43 - 33 - 33B,,,
33A,3689,Fingal County Council,53.45893572,-6.219991231,54,Swords,0,33A - 41 - 41A - 43 - 41B - 33 - 33B ,,,
33A,3692,Carlton Court,53.45344688,-6.223804592,55,Swords,0, 33A - 33,,,
41C,3088,River Valley Lawn,53.45271787,-6.237085693,1,Abbey St,0,41C - 102 ,,,
41C,3704,Cherry Garth,53.45324809,-6.239518143,2,Abbey St,0,41C - 102 ,,,
41C,3705,Brookdale Drive,53.45278701,-6.244220125,3,Abbey St,0,41C - 102 ,,,
41C,733,Forest Road,53.44943307,-6.240458876,4,Abbey St,0,41C - 102 ,,,
41C,6015,Cherry Avenue,53.44832633,-6.238547345,5,Abbey St,0,41C - 102 ,,,
41C,5029,Birches,53.44553602,-6.23523026,6,Abbey St,0, 41C,,,
41C,5028,Maples,53.44464731,-6.23105178,7,Abbey St,0, 41C,,,
41C,3696,Airside,53.44318169,-6.227981402,8,Abbey St,0,41C - 41 - 41A - 41B - 33 ,,,
41C,3697,Boroimhe,53.44061431,-6.227591498,9,Abbey St,0,41C - 41 - 41A - 41B - 33 ,,,
41C,3698,Equestrian Centre,53.43677388,-6.227420209,10,Abbey St,0,41C - 41 - 41A - 41B - 33 ,,,
41C,3699,Stockhole Lane,53.43508222,-6.22789701,11,Abbey St,0,41C - 41 - 41A - 41B - 33 ,,,
41C,3885,Airport Roundabout,53.42547758,-6.229349931,12,Abbey St,0,41C - 41 - 41A - 41B - 33 ,,,
41C,1631,ALSAA Sports Club,53.42167955,-6.231433741,13,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,1632,Toberbunny Lodge,53.42049993,-6.233107693,14,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,5053,Airport Runway,53.41913245,-6.235451345,15,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,1633,Cemetery,53.41778179,-6.237718923,16,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,1634,Cemetery,53.41352072,-6.238888006,17,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 - 27B ,,,
41C,1635,Sports Ground,53.41169571,-6.238858114,18,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 - 27B ,,,
41C,1636,Turnapin Lane,53.40824351,-6.237586811,19,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 - 27B ,,,
41C,1637,Santry Close,53.40403045,-6.240182475,20,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 - 27B ,,,
41C,1638,Morton Stadium,53.40174916,-6.242126499,21,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 - 27B ,,,
41C,1639,Schoolhouse Lane,53.39650917,-6.245184626,22,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,1640,Omni,53.3923413,-6.245972592,23,Abbey St,0,41C - 41 - 16 - 41A - 41B - 33 ,,,
41C,231,Shantalla Road,53.38923964,-6.245919712,24,Abbey St,0,41C - 41 - 104 - 16 - 1 - 41A - 41B - 33 ,,,
41C,1641,Shanrath Road,53.38652684,-6.242362916,25,Abbey St,0,41C - 41 - 1 - 41A - 41B - 33 ,,,
41C,1642,Whitehall Church,53.38400134,-6.243594455,26,Abbey St,0,41C - 41 - 1 - 41A - 41B - 33 ,,,
41C,213,Grace Park Heights,53.38140485,-6.244888894,27,Abbey St,0,41C - 41 - 44 - 16 - 1 - 41A - 41B - 33 ,,,
41C,214,Highfield Hospital,53.37930945,-6.246643589,28,Abbey St,0,41C - 41 - 44 - 16 - 1 - 41A - 41B - 33 ,,,
41C,4432,Griffith Downs,53.37720725,-6.248548697,29,Abbey St,0,41C - 41 - 44 - 16 - 1 - 41A - 41B - 33 ,,,
41C,119,Griffith Avenue,53.37508335,-6.250815227,30,Abbey St,0,41C - 13 - 41 - 44 - 16 - 1 - 41A - 41B - 33 ,,,
41C,44,Homefarm Road,53.37301719,-6.252117283,31,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 ,,,
41C,45,Clonturk Park,53.36988298,-6.254139184,32,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 ,,,
41C,46,Botanic Avenue,53.36715052,-6.255362951,33,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 ,,,
41C,47,Rail Station,53.36390692,-6.257283606,34,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 ,,,
41C,48,Fitzroy Avenue,53.36231961,-6.258760798,35,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 ,,,
41C,49,North Circular Road,53.35995954,-6.260870353,36,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 40B - 40D ,,,
41C,50,Gardiner Street,53.35856872,-6.262264155,37,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 41A - 41B - 33 - 122 - 40B - 40D ,,,
41C,51,Temple Street,53.35781939,-6.263271207,38,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 122 - 40B - 40D ,,,
41C,52,St. Joseph's Parade,53.35664238,-6.264535983,39,Abbey St,0,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 122 - 40B - 40D ,,,
41C,277,Citizens Information,53.35081356,-6.260521698,40,Abbey St,0,41C - 41 - 9 - 41A - 41B - 33 ,,,
41C,288,Irish Life Mall,53.3491331,-6.255618183,41,Abbey St,0,41C - 41 - 41A - 41B ,,,
114,6200,Simons Ridge,53.26929487,-6.240579012,1,Blackrock DART,0,114,,,
114,6201,Sandyford View,53.26956152,-6.239158711,2,Blackrock DART,0,114,,,
114,6196,Rockview Road,53.26672197,-6.241644155,3,Blackrock DART,0,114,,,
114,3532,Blackglen Road,53.2647944,-6.240149153,4,Blackrock DART,0,114,,,
114,3533,Blackglen Court,53.26546277,-6.234289946,5,Blackrock DART,0,114,,,
114,3491,Lambs Cross,53.26552284,-6.229250261,6,Blackrock DART,0,114,,,
114,6007,Kilcross Road,53.26977821,-6.228909462,7,Blackrock DART,0,114,,,
114,4349,Limes Road,53.27583629,-6.227699283,8,Blackrock DART,0,114,,,
114,3184,Moreen Avenue,53.27619218,-6.223830728,9,Blackrock DART,0,114,,,
114,449,Arena Road,53.27619819,-6.217007545,10,Blackrock DART,0,114 - 11 ,,,
114,450,Heather Road,53.27509382,-6.213484684,11,Blackrock DART,0, 114 - 11,,,
114,3181,Carmanhall Road,53.27672471,-6.207763294,12,Blackrock DART,0, 114 - 11 - 47,,,
114,5142,Luas Station,53.27767447,-6.20517423,13,Blackrock DART,0,114 - 47 - 116 ,,,
114,3187,Arena Road,53.2738174,-6.203311563,14,Blackrock DART,0,114 - 47 ,,,
114,3188,Race Course,53.27317627,-6.198945081,15,Blackrock DART,0,114,,,
114,3189,Sunshine Home,53.27384411,-6.195558191,16,Blackrock DART,0,114,,,
114,3190,Torquay Road,53.27487515,-6.191825973,17,Blackrock DART,0,114,,,
114,3191,Foxrock Manor,53.27630494,-6.188316634,18,Blackrock DART,0,114,,,
114,3192,Westminister Lawns,53.27747296,-6.186512699,19,Blackrock DART,0,114,,,
114,3193,Granville Park,53.27982429,-6.183323791,20,Blackrock DART,0,114,,,
114,3194,Orchard,53.28319965,-6.178921164,21,Blackrock DART,0,114,,,
114,3195,Ardmeen Park,53.28489515,-6.177529178,22,Blackrock DART,0,114,,,
114,3196,Newtownpark Ave,53.28738008,-6.177213413,23,Blackrock DART,0,114,,,
114,3198,Elm Grove,53.28988542,-6.180586826,24,Blackrock DART,0,114,,,
114,3199,Proby Square,53.29258434,-6.180157089,25,Blackrock DART,0,114,,,
114,3200,College Entrance,53.29667244,-6.180643391,26,Blackrock DART,0,114,,,
114,3201,Frascati Road,53.29953448,-6.17971152,27,Blackrock DART,0,114,,,
114,3085,Train Station,53.3024707,-6.178341224,28,Blackrock DART,0,114 - 17 ,,,
39,7157,Hansfield Road,53.39112048,-6.433486383,1,Baggot St,1,39 - 39A ,,,
39,7158,Delhurst,53.39191936,-6.438208312,2,Baggot St,1,39 - 39A ,,,
39,7048,Ongar Green,53.39301136,-6.442679136,3,Baggot St,1,39 - 39A ,,,
39,7159,Ongar Village,53.39659814,-6.442728614,4,Baggot St,1,39 - 39A ,,,
39,7388,Blackwood,53.39798608,-6.442332063,5,Baggot St,1,39 - 39A ,,,
39,7017,Hazelbury Green,53.40162362,-6.435266175,6,Baggot St,1,39 - 39A ,,,
39,7018,Latchfort,53.39880661,-6.431549866,7,Baggot St,1,39 - 39A ,,,
39,7030,Ravenwood Rise,53.39589929,-6.42917567,8,Baggot St,1,39 - 39A ,,,
39,7021,Latchford Park,53.39405484,-6.431078042,9,Baggot St,1,39 - 39A ,,,
39,7163,Windermere,53.3890224,-6.430451257,10,Baggot St,1,39,,,
39,1893,St. Joseph's Hospital,53.38693129,-6.428633917,11,Baggot St,1,39,,,
39,1894,Porter's Gate,53.38356402,-6.423421309,12,Baggot St,1,39,,,
39,1912,Funeral Home,53.38366063,-6.420531447,13,Baggot St,1,39 - 239 ,,,
39,1895,Castlefield Park,53.38352581,-6.41713904,14,Baggot St,1,39 - 239 ,,,
39,1896,Lambourne,53.38335537,-6.413778044,15,Baggot St,1,39 - 239 ,,,
39,1897,The Thatch,53.38311176,-6.410329602,16,Baggot St,1,39 - 239 ,,,
39,6088,Clonsilla Road,53.38363955,-6.409468102,17,Baggot St,1,39,,,
39,1898,Ongar Road,53.38759805,-6.409756516,18,Baggot St,1,39 - 39A ,,,
39,1858,Inglewood,53.39092754,-6.410729976,19,Baggot St,1,39 - 39A - 220 ,,,
39,1859,Willow Wood,53.3910276,-6.415552607,20,Baggot St,1,39 - 39A - 220 ,,,
39,1860,Hazelwood,53.3933704,-6.4187134,21,Baggot St,1,39 - 39A - 220 ,,,
39,4492,Cherryfield Park,53.39507807,-6.418033579,22,Baggot St,1,39 - 39A - 220 ,,,
39,1861,Beechwood Downs,53.39674962,-6.416663322,23,Baggot St,1,39 - 39A - 220 ,,,
39,1862,Castlewood,53.39865991,-6.414998361,24,Baggot St,1,39 - 39A - 220 ,,,
39,1863,Huntstown Green,53.40068596,-6.413253747,25,Baggot St,1,39 - 39A - 220 ,,,
39,1864,Sacred Heart Church,53.40181581,-6.410354256,26,Baggot St,1,39 - 39A - 220 ,,,
39,1865,Ashfield Gardens,53.40104463,-6.406442806,27,Baggot St,1,39 - 39A - 220 ,,,
39,1866,Ashfield Park,53.39982577,-6.402668574,28,Baggot St,1,39 - 39A - 220 ,,,
39,1850,Whitestown,53.39779294,-6.399195796,29,Baggot St,1,39 - 39A - 220 ,,,
39,1867,Sheepmoor Avenue,53.39580771,-6.399946981,30,Baggot St,1,39 - 39A - 220 ,,,
39,4489,Whitestown Ave,53.39461566,-6.399525564,31,Baggot St,1,39 - 39A - 220 ,,,
39,4747,Blanchardstown,53.39429746,-6.391898924,32,Baggot St,1,39 - 39A - 236 - 17A - 238 - 37 - 220 ,,,
39,1882,Millennium Park,53.39277238,-6.39879782,33,Baggot St,1,39 - 37 - 220 - 239 ,,,
39,7379,Mountview Road,53.38974797,-6.400474981,34,Baggot St,1,39 - 37 - 239 ,,,
39,4903,Parkview,53.38666401,-6.401733181,35,Baggot St,1,39 - 37 - 239 ,,,
39,1883,Millennium Park,53.38574912,-6.398520206,36,Baggot St,1,39 - 239 ,,,
39,1884,Fire Station,53.38548146,-6.395989598,37,Baggot St,1,39 - 239 ,,,
39,1902,Coolmine Woods,53.38353706,-6.39242476,38,Baggot St,1,39,,,
39,1903,Coolmine Woods,53.38524948,-6.387444318,39,Baggot St,1,39,,,
39,1904,Springlawn,53.38787633,-6.382970036,40,Baggot St,1,39,,,
39,1840,Church Avenue,53.38796095,-6.379268373,41,Baggot St,1,39 - 38 - 38A - 220 ,,,
39,1841,Morgan's Place,53.38612119,-6.375504661,42,Baggot St,1,39 - 38 - 38A - 220 ,,,
39,1842,Castleknock Road,53.38511738,-6.371754469,43,Baggot St,1,39 - 220 ,,,
39,7374,Total Fitness,53.38398557,-6.36522824,44,Baggot St,1,39 - 39A ,,,
39,1845,Peck's Lane,53.37902278,-6.352701905,45,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,7166,Parkway Station,53.3770934,-6.345772113,46,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1847,Old Race Course,53.37307146,-6.334475728,47,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1696,Kempton Avenue,53.37153232,-6.329816774,48,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1697,Kempton,53.37079195,-6.327651591,49,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1698,Darling,53.3695681,-6.323702084,50,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1699,Baggot Road,53.36874318,-6.321284957,51,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1700,Kinvara Avenue,53.36770027,-6.317433878,52,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
39,1701,Church,53.36657794,-6.313060177,53,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
39,1702,Nephin Road,53.36562088,-6.310212874,54,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
39,1703,Nephin Road,53.36471722,-6.307333528,55,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1905,Hampton Green,53.36328055,-6.303002935,56,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1906,Dunard,53.36120055,-6.297060523,57,Baggot St,1,39 - 39A - 70 ,,,
39,1907,Glenbeigh Road,53.35990473,-6.293806769,58,Baggot St,1,39 - 39A - 70 ,,,
39,1908,Cabra Drive,53.3586816,-6.291241417,59,Baggot St,1,39 - 39A - 70 ,,,
39,1909,Drumalee,53.35688969,-6.288503693,60,Baggot St,1,39 - 39A - 70 ,,,
39,1713,Stanhope Street Convent,53.3519076,-6.28331046,61,Baggot St,1,39 - 39A - 70 - 37 ,,,
39,1714,Brunswick Street,53.35063759,-6.281874375,62,Baggot St,1,39 - 39A - 70 - 37 ,,,
39,1715,Blackhall Street,53.34771177,-6.282172288,63,Baggot St,1,39 - 39A - 70 - 37 ,,,
39,1477,Church Street,53.34594211,-6.276010222,64,Baggot St,1,39 - 25A - 39A - 25X - 70 - 145 - 25B - 25 - 67 - 37 - 26 - 66 - 66A - 79A - 79 - 69 ,,,
39,1478,Chancery Place,53.34564587,-6.272928116,65,Baggot St,1,39 - 25A - 39A - 25X - 70 - 83 - 83A - 145 - 25B - 25 - 67 - 37 - 26 - 66 - 66A ,,,
39,1479,Capel Street,53.34591596,-6.269237344,66,Baggot St,1,39 - 25A - 39A - 25X - 151 - 70 - 83 - 83A - 145 - 25B - 25 - 67 - 37 - 26 - 66 - 66A ,,,
39,313,Lower Liffey Street,53.3468977,-6.261957852,67,Baggot St,1,39 - 39A - 151 - 70 - 145 - 37 ,,,
39,349,Trinity College,53.34529684,-6.258192971,68,Baggot St,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,404,South Frederick Street,53.34271811,-6.256405732,69,Baggot St,1,39 - 39A - 11 - 38 - 70 - 38A - 38B - 37 ,,,
39,747,Natural History Museum,53.33993036,-6.255693501,70,Baggot St,1,39 - 39A - 25X - 11 - 38 - 70 - 38A - 38B - 145 - 46A - 140 - 37 - 41X ,,,
39,748,Huguenot Cemetery,53.3385091,-6.255000649,71,Baggot St,1,39 - 25A - 39A - 25X - 38 - 70 - 38A - 38B - 25B - 25 - 37 ,,,
39,749,Pembroke Street,53.33762048,-6.250787139,72,Baggot St,1,39 - 39A - 25X - 38 - 70 - 38A - 38B - 37 ,,,
39,750,Fitzwilliam Street,53.33657086,-6.248472496,73,Baggot St,1,39 - 39A - 25X - 38 - 70 - 38A - 38B - 37 ,,,
39,751,Herbert Street,53.33532033,-6.246556628,74,Baggot St,1,39 - 39A - 25X - 38 - 70 - 38A - 38B - 37 ,,,
39,752,Pembroke Row,53.33367143,-6.244447014,75,Baggot St,1,39 - 39A - 25X - 38 - 70 - 38A - 38B - 37 ,,,
39,753,Wellington Lane,53.33249742,-6.243459185,76,Baggot St,1,39 - 39A - 25X - 38 - 70 - 38A - 38B - 18 - 37 ,,,
39,7339,Mespil Road,53.33240794,-6.246540962,77,Baggot St,1,39,,,
39,7333,Mespil Road,53.33299953,-6.24704223,1,Ongar,0,39 - 38 - 70 - 38A - 38B - 37 ,,,
39,783,Pembroke Row,53.33530832,-6.246962557,2,Ongar,0,39 - 25X - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,784,Fitzwilliam Street,53.33645629,-6.248627356,3,Ongar,0,39 - 25X - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,785,Pembroke Street,53.33710546,-6.251829358,4,Ongar,0,39 - 25X - 39A - 38 - 70 - 38A - 38B - 25A - 25B - 25 - 37 ,,,
39,786,St. Stephen's Green,53.33514628,-6.256144022,5,Ongar,0,39 - 39A - 11 - 38 - 70 - 38A - 7D - 38B - 145 - 46A - 25A - 25B - 25 - 37 ,,,
39,793,Duke Street,53.34235487,-6.257997506,6,Ongar,0,39 - 25X - 39A - 11 - 38 - 70 - 14 - 38A - 14C - 38B - 37 ,,,
39,794,St. Andrew's Street,53.34354738,-6.260261816,7,Ongar,0,39 - 39A - 11 - 15 - 38 - 70 - 14 - 38A - 14C - 7D - 38B - 145 - 46A - 140 - 37 - 15B - 15A ,,,
39,328,Bedford Row,53.34642623,-6.261060811,8,Ongar,0, 39 - 39A,,,
39,1443,Exchange Street,53.34512917,-6.269524548,9,Ongar,0,39 - 39A - 70 - 83 - 83A - 145 - 37 - 79A - 79 - 69 - 69X ,,,
39,1444,Winetavern Street,53.34511841,-6.273745471,10,Ongar,0,39 - 25X - 39A - 70 - 145 - 25A - 25B - 25 - 67 - 37 - 66 - 26 - 66A - 79A - 79 - 69 - 69X ,,,
39,1445,Usher Street,53.34567841,-6.27828884,11,Ongar,0,39 - 25X - 39A - 747 - 70 - 145 - 25A - 25B - 25 - 67 - 37 - 66 - 26 - 66A - 79A - 79 - 69 - 69X ,,,
39,1647,Law Society,53.34835085,-6.282236714,12,Ongar,0, 39 - 39A - 70 - 37,,,
39,1648,Stanhope Street Convent,53.35109115,-6.282787472,13,Ongar,0, 39 - 39A - 70 - 37,,,
39,1649,Aughrim Street,53.35256992,-6.284365435,14,Ongar,0, 39 - 39A - 70 - 37,,,
39,1911,Drumalee,53.35659922,-6.288305004,15,Ongar,0, 39 - 39A - 70 - 37,,,
39,1913,Cabra Drive,53.35879713,-6.291777668,16,Ongar,0, 39 - 39A - 70,,,
39,1914,Glenbeigh Road,53.36020657,-6.29480137,17,Ongar,0, 39 - 39A - 70,,,
39,1805,Dunard,53.36115351,-6.297543202,18,Ongar,0, 39 - 39A - 70,,,
39,1806,Hampton Green,53.362933,-6.302581002,19,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1660,Nephin Road,53.36516773,-6.309314192,20,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
39,1661,Church,53.36643506,-6.31312593,21,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
39,1662,Kinvara Avenue,53.36754027,-6.317560402,22,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1664,Ashtown Grove,53.36940831,-6.323843611,23,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1665,Darling,53.37064864,-6.327687262,24,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1666,Kempton Avenue,53.37158796,-6.330581062,25,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
39,1807,Old Race Course,53.37441426,-6.339247862,26,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,7167,Parkway Station,53.37586609,-6.34476757,27,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1808,Peck's Lane,53.37924134,-6.354211636,28,Ongar,0,39 - 39A - 38 - 70 - 38A - 38B ,,,
39,1813,Church Avenue,53.38567954,-6.374093287,29,Ongar,0,39 - 38 - 38A - 220 ,,,
39,1814,Morgan's Place,53.3875616,-6.378982859,30,Ongar,0,39 - 38 - 38A - 220 ,,,
39,1852,Clonsilla Park,53.38740612,-6.383423849,31,Ongar,0,39,,,
39,1853,Coolmine Woods,53.38459237,-6.388701873,32,Ongar,0,39,,,
39,1854,Coolmine Woods,53.38358428,-6.391926899,33,Ongar,0,39,,,
39,1844,Fire Station,53.38541101,-6.396097481,34,Ongar,0,39 - 239 ,,,
39,6172,Snugsborough Road,53.38669418,-6.401972593,35,Ongar,0, 39 - 37,,,
39,4493,Fortlawn,53.39059817,-6.400202537,36,Ongar,0,39 - 37 - 220 - 239 ,,,
39,4362,Millennium Park,53.39310355,-6.398695171,37,Ongar,0,39 - 37 - 220 - 239 ,,,
39,615,Blanchardstown Shopping Centre,53.39490988,-6.390657852,38,Ongar,0,27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
39,7025,Blanchardstown,53.39399202,-6.39191044,39,Ongar,0, 39 - 39A - 17A,,,
39,4464,Sheepmoor Grove,53.39401631,-6.399066887,40,Ongar,0,39 - 39A - 220 ,,,
39,1869,Sheepmoor Avenue,53.39624829,-6.399960526,41,Ongar,0,39 - 39A - 220 ,,,
39,1870,National School,53.39817266,-6.399361997,42,Ongar,0,39 - 39A - 220 ,,,
39,1871,Briarwood,53.39964986,-6.402284164,43,Ongar,0,39 - 39A - 220 ,,,
39,1872,Huntstown Road,53.40077052,-6.406107156,44,Ongar,0,39 - 39A - 220 ,,,
39,1873,Huntstown Green,53.401706,-6.410207958,45,Ongar,0,39 - 39A - 220 ,,,
39,1874,Huntstown Court,53.40022262,-6.413556722,46,Ongar,0,39 - 39A - 220 ,,,
39,1875,Pinebrook,53.39826663,-6.415163357,47,Ongar,0,39 - 39A - 220 ,,,
39,1876,Cherryfield Park,53.39641902,-6.416810931,48,Ongar,0,39 - 39A - 220 ,,,
39,1877,Hazelwood,53.39338677,-6.418592503,49,Ongar,0,39 - 39A - 220 ,,,
39,1878,Oakview,53.39112582,-6.415503853,50,Ongar,0,39 - 39A - 220 ,,,
39,1879,Blakestown Cross,53.39115268,-6.409413505,51,Ongar,0,39 - 39A - 220 ,,,
